headword	headword_pos	category	relation	collocation	normalized_collocation	confidence	_source_file	_target_hint	headword_norm	collocation_norm	confidence_score	quarantine_reason
settle	verb	PREP	preposition_frame	with After six months	with after six months	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	settle	with after six months	0.9	noise_or_fragment_filter
shack	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shack	ina/the~	0.9	noise_or_fragment_filter
shade	noun	PREP	preposition_frame	in a~	in a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shade	in a~	0.9	noise_or_fragment_filter
shaft	noun	PREP	preposition_frame	down a/the~	down a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shaft	down a/the~	0.9	noise_or_fragment_filter
shame	noun	PREP	preposition_frame	from~	from~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shame	from~	0.9	noise_or_fragment_filter
shed	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shed	ina/the~	0.9	noise_or_fragment_filter
sheet	noun	PREP	preposition_frame	beneath/under a/the~	beneath/under a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sheet	beneath/under a/the~	0.9	noise_or_fragment_filter
sheet	noun	PREP	preposition_frame	between the~	between the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sheet	between the~	0.9	noise_or_fragment_filter
ship	noun	PREP	preposition_frame	aboard/on/on board a/the~	aboard/on/on board a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	ship	aboard/on/on board a/the~	0.9	noise_or_fragment_filter
shocking	adjective	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shocking	on a/the~	0.9	noise_or_fragment_filter
shore	noun	PREP	preposition_frame	beyond/outside the~	beyond/outside the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shore	beyond/outside the~	0.9	noise_or_fragment_filter
shortage	noun	PREP	preposition_frame	because of/due to a/the~	because of/due to a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shortage	because of/due to a/the~	0.9	noise_or_fragment_filter
shortlist	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shortlist	on a/the~	0.9	noise_or_fragment_filter
shoulder	noun	PREP	preposition_frame	over your~	over your~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shoulder	over your~	0.9	noise_or_fragment_filter
shove	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shove	with a~	0.9	noise_or_fragment_filter
show	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	show	at a/the~	0.9	noise_or_fragment_filter
shroud	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shroud	in a/the~	0.9	noise_or_fragment_filter
shrug	noun	PREP	preposition_frame	in a~	in a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shrug	in a~	0.9	noise_or_fragment_filter
shudder	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shudder	with a~	0.9	noise_or_fragment_filter
shutter	noun	PREP	preposition_frame	behind~	behind~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shutter	behind~	0.9	noise_or_fragment_filter
shuttle	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shuttle	on a/the~	0.9	noise_or_fragment_filter
shuttle	noun	PREP	preposition_frame	aboard/on board the ~	aboard/on board the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	shuttle	aboard/on board the ~	0.9	noise_or_fragment_filter
sickness	noun	PREP	preposition_frame	due to/owing to/through ~	due to/owing to/through ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sickness	due to/owing to/through ~	0.9	noise_or_fragment_filter
siesta	noun	PREP	preposition_frame	for a~	for a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	siesta	for a~	0.9	noise_or_fragment_filter
sigh	noun	PREP	preposition_frame	an a~	an a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sigh	an a~	0.9	noise_or_fragment_filter
sigh	verb	PREP	preposition_frame	at the~(of)	at the~(of)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sigh	at the~(of)	0.9	noise_or_fragment_filter
sigh	verb	PREP	preposition_frame	in~ (often figurative)	in~ (often figurative)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sigh	in~ (often figurative)	0.9	noise_or_fragment_filter
silence	noun	PREP	preposition_frame	in(the)~	in(the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	silence	in(the)~	0.9	noise_or_fragment_filter
simmer	verb	PREP	preposition_frame	for~For simplicity	for~for simplicity	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	simmer	for~for simplicity	0.9	noise_or_fragment_filter
sincere	adjective	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sincere	with~	0.9	noise_or_fragment_filter
sink	noun	PREP	preposition_frame	at the~	at the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sink	at the~	0.9	noise_or_fragment_filter
site	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	site	at a/the~	0.9	noise_or_fragment_filter
sketch	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sketch	in a/the~	0.9	noise_or_fragment_filter
ski	noun	PREP	preposition_frame	on~s	on~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	ski	on~s	0.9	noise_or_fragment_filter
skip	verb	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	skip	in a/the~	0.9	noise_or_fragment_filter
slang	noun	PREP	preposition_frame	In~inarmyslang	in~inarmyslang	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slang	in~inarmyslang	0.9	noise_or_fragment_filter
slant	noun	PREP	preposition_frame	at a~	at a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slant	at a~	0.9	noise_or_fragment_filter
slap	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slap	with a~	0.9	noise_or_fragment_filter
slavery	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slavery	in~	0.9	noise_or_fragment_filter
sledge	noun	PREP	preposition_frame	in/into/on/onto a/the~	in/into/on/onto a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sledge	in/into/on/onto a/the~	0.9	noise_or_fragment_filter
slice	noun	PREP	preposition_frame	in~s	in~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slice	in~s	0.9	noise_or_fragment_filter
slide	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slide	ona/the~	0.9	noise_or_fragment_filter
slip	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slip	on a/the~	0.9	noise_or_fragment_filter
slogan	noun	PREP	preposition_frame	on the~	on the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slogan	on the~	0.9	noise_or_fragment_filter
slumber	verb	PREP	preposition_frame	ina~	ina~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slumber	ina~	0.9	noise_or_fragment_filter
slump	verb	PREP	preposition_frame	through the ~	through the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	slump	through the ~	0.9	noise_or_fragment_filter
smack	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	smack	with a~	0.9	noise_or_fragment_filter
smash	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	smash	with a~	0.9	noise_or_fragment_filter
smear	verb	PREP	preposition_frame	(all) over	(all) over	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	smear	(all) over	0.9	noise_or_fragment_filter
smile	noun	PREP	preposition_frame	with a~ ‘Oh	with a~ ‘oh	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	smile	with a~ ‘oh	0.9	noise_or_fragment_filter
snatch	noun	PREP	preposition_frame	in~es	in~es	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	snatch	in~es	0.9	noise_or_fragment_filter
sneer	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sneer	with a~	0.9	noise_or_fragment_filter
snow	noun	PREP	preposition_frame	across~	across~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	snow	across~	0.9	noise_or_fragment_filter
snub	noun	PREP	preposition_frame	as a~	as a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	snub	as a~	0.9	noise_or_fragment_filter
social security	noun	PREP	preposition_frame	on~	on~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	social security	on~	0.9	noise_or_fragment_filter
socialism	noun	PREP	preposition_frame	under~	under~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	socialism	under~	0.9	noise_or_fragment_filter
society	noun	PREP	preposition_frame	in a/the ~	in a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	society	in a/the ~	0.9	noise_or_fragment_filter
socket	noun	PREP	preposition_frame	inits~	inits~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	socket	inits~	0.9	noise_or_fragment_filter
socket	noun	PREP	preposition_frame	on the~	on the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	socket	on the~	0.9	noise_or_fragment_filter
soil	noun	PREP	preposition_frame	in(the)~	in(the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	soil	in(the)~	0.9	noise_or_fragment_filter
solemnity	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	solemnity	with~	0.9	noise_or_fragment_filter
solution	noun	PREP	preposition_frame	in~ aluminium ions in solution	in~ aluminium ions in solution	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	solution	in~ aluminium ions in solution	0.9	noise_or_fragment_filter
song	noun	PREP	preposition_frame	In~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	song	in~	0.9	noise_or_fragment_filter
sophistication	noun	PREP	preposition_frame	with ~	with ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sophistication	with ~	0.9	noise_or_fragment_filter
soprano	noun	PREP	preposition_frame	in a~	in a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	soprano	in a~	0.9	noise_or_fragment_filter
space	noun	PREP	preposition_frame	in~ thefirst man in space	in~ thefirst man in space	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	space	in~ thefirst man in space	0.9	noise_or_fragment_filter
space	noun	PREP	preposition_frame	forthe~of	forthe~of	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	space	forthe~of	0.9	noise_or_fragment_filter
spacecraft	noun	PREP	preposition_frame	in/on a/the~	in/on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spacecraft	in/on a/the~	0.9	noise_or_fragment_filter
spaghetti	noun	PREP	preposition_frame	overa/the~	overa/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spaghetti	overa/the~	0.9	noise_or_fragment_filter
spectacles	noun	PREP	preposition_frame	behind your~	behind your~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spectacles	behind your~	0.9	noise_or_fragment_filter
spectacles	noun	PREP	preposition_frame	through your~ _ spectacular adj	through your~ _ spectacular adj	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spectacles	through your~ _ spectacular adj	0.9	noise_or_fragment_filter
spectator	noun	PREP	preposition_frame	across the~	across the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spectator	across the~	0.9	noise_or_fragment_filter
speech	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	speech	in a/the~	0.9	noise_or_fragment_filter
speed	noun	PREP	preposition_frame	at~ (= fast)	at~ (= fast)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	speed	at~ (= fast)	0.9	noise_or_fragment_filter
speed limit	noun	PREP	preposition_frame	over the~	over the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	speed limit	over the~	0.9	noise_or_fragment_filter
speed limit	noun	PREP	preposition_frame	within the ~	within the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	speed limit	within the ~	0.9	noise_or_fragment_filter
spell	noun	PREP	preposition_frame	under a/the~ Sleeping	under a/the~ sleeping	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spell	under a/the~ sleeping	0.9	noise_or_fragment_filter
sphere	noun	PREP	preposition_frame	in/within sb’s/the~	in/within sb’s/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sphere	in/within sb’s/the~	0.9	noise_or_fragment_filter
spider	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spider	with a~	0.9	noise_or_fragment_filter
spiral	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	spiral	with~	0.9	noise_or_fragment_filter
splash	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	splash	with a~	0.9	noise_or_fragment_filter
splendour	noun	PREP	preposition_frame	In~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	splendour	in~	0.9	noise_or_fragment_filter
sprint	noun	PREP	preposition_frame	in a~	in a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sprint	in a~	0.9	noise_or_fragment_filter
squad	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	squad	in a/the~	0.9	noise_or_fragment_filter
square	noun	PREP	preposition_frame	Ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	square	ina/the~	0.9	noise_or_fragment_filter
squeak	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	squeak	with a~	0.9	noise_or_fragment_filter
squeal	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	squeal	with a~	0.9	noise_or_fragment_filter
ss damp	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	ss damp	at a/the~	0.9	noise_or_fragment_filter
stadium	noun	PREP	preposition_frame	ata/the~	ata/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stadium	ata/the~	0.9	noise_or_fragment_filter
stage	noun	PREP	preposition_frame	off~	off~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stage	off~	0.9	noise_or_fragment_filter
stair	noun	PREP	preposition_frame	on/the a~	on/the a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stair	on/the a~	0.9	noise_or_fragment_filter
staircase	noun	PREP	preposition_frame	on the~	on the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	staircase	on the~	0.9	noise_or_fragment_filter
stake	noun	PREP	preposition_frame	at~	at~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stake	at~	0.9	noise_or_fragment_filter
stall	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stall	at a/the~	0.9	noise_or_fragment_filter
stand	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stand	at a/the~	0.9	noise_or_fragment_filter
stand	noun	PREP	preposition_frame	in/on a/the~	in/on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stand	in/on a/the~	0.9	noise_or_fragment_filter
standard	noun	PREP	preposition_frame	above/below (the)~	above/below (the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	standard	above/below (the)~	0.9	noise_or_fragment_filter
star	noun	PREP	preposition_frame	under the~s	under the~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	star	under the~s	0.9	noise_or_fragment_filter
start	noun	PREP	preposition_frame	at the~(of)	at the~(of)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	start	at the~(of)	0.9	noise_or_fragment_filter
station	noun	PREP	preposition_frame	ata/the~	ata/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	station	ata/the~	0.9	noise_or_fragment_filter
station	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	station	at a/the~	0.9	noise_or_fragment_filter
steamer	noun	PREP	preposition_frame	by~	by~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	steamer	by~	0.9	noise_or_fragment_filter
steamer	noun	PREP	preposition_frame	on (board) a/the~	on (board) a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	steamer	on (board) a/the~	0.9	noise_or_fragment_filter
stem	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stem	on a/the~	0.9	noise_or_fragment_filter
step	noun	PREP	preposition_frame	In~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	step	in~	0.9	noise_or_fragment_filter
step	noun	PREP	preposition_frame	out of ~ (with)	out of ~ (with)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	step	out of ~ (with)	0.9	noise_or_fragment_filter
step	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	step	ona/the~	0.9	noise_or_fragment_filter
stint	noun	PREP	preposition_frame	during a/the ~	during a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stint	during a/the ~	0.9	noise_or_fragment_filter
stipulation	noun	PREP	preposition_frame	with the~	with the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stipulation	with the~	0.9	noise_or_fragment_filter
stirrup	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stirrup	ina/the~	0.9	noise_or_fragment_filter
stock	noun	PREP	preposition_frame	from~	from~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stock	from~	0.9	noise_or_fragment_filter
stockbroker	noun	PREP	preposition_frame	through a~	through a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stockbroker	through a~	0.9	noise_or_fragment_filter
stop	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stop	at a/the~	0.9	noise_or_fragment_filter
stopover	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stopover	at a/the~	0.9	noise_or_fragment_filter
store	noun	PREP	preposition_frame	at/ina/the~	at/ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	store	at/ina/the~	0.9	noise_or_fragment_filter
storey	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	storey	ona/the~	0.9	noise_or_fragment_filter
storey	noun	PREP	preposition_frame	during/in a/the~	during/in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	storey	during/in a/the~	0.9	noise_or_fragment_filter
storey	noun	PREP	preposition_frame	amid a/the~	amid a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	storey	amid a/the~	0.9	noise_or_fragment_filter
strain	noun	PREP	preposition_frame	under the~	under the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	strain	under the~	0.9	noise_or_fragment_filter
strait	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	strait	in~	0.9	noise_or_fragment_filter
strap	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	strap	on a/the~	0.9	noise_or_fragment_filter
straw	noun	PREP	preposition_frame	in (the)~	in (the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	straw	in (the)~	0.9	noise_or_fragment_filter
stress	noun	PREP	preposition_frame	under~	under~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stress	under~	0.9	noise_or_fragment_filter
stretch	noun	PREP	preposition_frame	along a/the~	along a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stretch	along a/the~	0.9	noise_or_fragment_filter
strife	noun	PREP	preposition_frame	during/in the~	during/in the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	strife	during/in the~	0.9	noise_or_fragment_filter
strip	noun	PREP	preposition_frame	in~s	in~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	strip	in~s	0.9	noise_or_fragment_filter
structure	noun	PREP	preposition_frame	of a... ~	of a... ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	structure	of a... ~	0.9	noise_or_fragment_filter
student	noun	PREP	preposition_frame	as a~	as a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	student	as a~	0.9	noise_or_fragment_filter
studio	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	studio	in a/the~	0.9	noise_or_fragment_filter
stun	verb	PREP	preposition_frame	as a~	as a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	stun	as a~	0.9	noise_or_fragment_filter
style	noun	PREP	preposition_frame	with~ Whatever she did	with~ whatever she did	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	style	with~ whatever she did	0.9	noise_or_fragment_filter
subject	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	subject	ina/the~	0.9	noise_or_fragment_filter
subtlety	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	subtlety	with~	0.9	noise_or_fragment_filter
subway	noun	PREP	preposition_frame	along a/the~	along a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	subway	along a/the~	0.9	noise_or_fragment_filter
subway	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	subway	in a/the~	0.9	noise_or_fragment_filter
subway	noun	PREP	preposition_frame	through a/the~	through a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	subway	through a/the~	0.9	noise_or_fragment_filter
successor	noun	PREP	preposition_frame	as sb’s~	as sb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	successor	as sb’s~	0.9	noise_or_fragment_filter
summit	noun	PREP	preposition_frame	at the~	at the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	summit	at the~	0.9	noise_or_fragment_filter
sunglasses	noun	PREP	preposition_frame	behind your~	behind your~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sunglasses	behind your~	0.9	noise_or_fragment_filter
supposition	noun	PREP	preposition_frame	on (a/the)~	on (a/the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	supposition	on (a/the)~	0.9	noise_or_fragment_filter
suppression	noun	PREP	preposition_frame	during/in the ~ of	during/in the ~ of	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	suppression	during/in the ~ of	0.9	noise_or_fragment_filter
surf	noun	PREP	preposition_frame	in the~	in the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surf	in the~	0.9	noise_or_fragment_filter
surface	noun	PREP	preposition_frame	above/over the ~	above/over the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surface	above/over the ~	0.9	noise_or_fragment_filter
surface	noun	PREP	preposition_frame	across the ~	across the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surface	across the ~	0.9	noise_or_fragment_filter
surface	noun	PREP	preposition_frame	along the ~ below/beneath/under the~	along the ~ below/beneath/under the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surface	along the ~ below/beneath/under the~	0.9	noise_or_fragment_filter
surge	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surge	with a~	0.9	noise_or_fragment_filter
surge	noun	PREP	preposition_frame	after/before/during ~	after/before/during ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surge	after/before/during ~	0.9	noise_or_fragment_filter
surplus	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surplus	in~	0.9	noise_or_fragment_filter
surprise	noun	PREP	preposition_frame	with/without ~	with/without ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	surprise	with/without ~	0.9	noise_or_fragment_filter
suspicion	noun	PREP	preposition_frame	above/beyond ~	above/beyond ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	suspicion	above/beyond ~	0.9	noise_or_fragment_filter
sweat	noun	PREP	preposition_frame	ina~	ina~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	sweat	ina~	0.9	noise_or_fragment_filter
swell	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	swell	in a/the~	0.9	noise_or_fragment_filter
swing	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	swing	ona/the~	0.9	noise_or_fragment_filter
switch	noun	PREP	preposition_frame	by (a)~	by (a)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	switch	by (a)~	0.9	noise_or_fragment_filter
syndicate	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	syndicate	ina/the~	0.9	noise_or_fragment_filter
t bathroom	noun	PREP	preposition_frame	under the~ of	under the~ of	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	t bathroom	under the~ of	0.9	noise_or_fragment_filter
t blacklist	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	t blacklist	ona/the~	0.9	noise_or_fragment_filter
t eartoon	noun	PREP	preposition_frame	in sb’s/this~ Jn her case	in sb’s/this~ jn her case	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	t eartoon	in sb’s/this~ jn her case	0.9	noise_or_fragment_filter
